ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
7144,CVE-2013-0211,,5.0,MEDIUM,"Integer signedness error in the archive_write_zip_data function in archive_write_set_format_zip.c in libarchive 3.1.2 and earlier, when running on 64-bit machines, allows context-dependent attackers to cause a denial of service (crash) via unspecified vectors, which triggers an improper conversion between unsigned and signed types, leading to a buffer overflow.",CWE-189,,libarchive,3.1.2,denial of service,64-bit machines,,,,,,libarchive
7145,CVE-2013-0212,,4.0,MEDIUM,"store/swift.py in OpenStack Glance Essex (2012.1), Folsom (2012.2) before 2012.2.3, and Grizzly, when in Swift single tenant mode, logs the Swift endpoint's user name and password in cleartext when the endpoint is misconfigured or unusable, allows remote authenticated users to obtain sensitive information by reading the error messages.",CWE-200,,OpenStack Glance,"Essex (2012.1), Folsom (2012.2) before 2012.2.3, and Grizzly",sensitive information disclosure,,remote,,Yes,,No,OpenStack
7146,CVE-2013-0213,,5.1,MEDIUM,"The Samba Web Administration Tool (SWAT) in Samba 3.x before 3.5.21, 3.6.x before 3.6.12, and 4.x before 4.0.2 allows remote attackers to conduct clickjacking attacks via a (1) FRAME or (2) IFRAME element.",CWE-20,,Samba Web Administration Tool (SWAT),"3.x before 3.5.21, 3.6.x before 3.6.12, and 4.x before 4.0.2",clickjacking attacks,,remote,,,,,Samba
7147,CVE-2013-0214,,5.1,MEDIUM,"Cross-site request forgery (CSRF) vulnerability in the Samba Web Administration Tool (SWAT) in Samba 3.x before 3.5.21, 3.6.x before 3.6.12, and 4.x before 4.0.2 allows remote attackers to hijack the authentication of arbitrary users by leveraging knowledge of a password and composing requests that perform SWAT actions.",CWE-352,,Samba Web Administration Tool (SWAT),"3.x before 3.5.21, 3.6.x before 3.6.12, and 4.x before 4.0.2",hijack the authentication of arbitrary users,,remote,,,,,Samba
7148,CVE-2013-0215,,4.3,MEDIUM,"oxenstored in Xen 4.1.x, Xen 4.2.x, and xen-unstable does not properly consider the state of the Xenstore ring during read operations, which allows guest OS users to cause a denial of service (daemon crash and host-control outage, or memory consumption) or obtain sensitive control-plane data by leveraging guest administrative access.",CWE-264,,Xen,"4.1.x, 4.2.x, xen-unstable",denial of service,,,,,,No,Xen
7149,CVE-2013-0216,,5.2,MEDIUM,The Xen netback functionality in the Linux kernel before 3.7.8 allows guest OS users to cause a denial of service (loop) by triggering ring pointer corruption.,CWE-20,Linux,Xen netback functionality in the Linux kernel,before 3.7.8,denial of service,,,,,,,
7150,CVE-2013-0217,,5.2,MEDIUM,Memory leak in drivers/net/xen-netback/netback.c in the Xen netback functionality in the Linux kernel before 3.7.8 allows guest OS users to cause a denial of service (memory consumption) by triggering certain error conditions.,CWE-399,Linux,Xen netback functionality in the Linux kernel,before 3.7.8,denial of service,,,,,,,Xen
7151,CVE-2013-0218,,2.1,LOW,"The GUI installer in JBoss Enterprise Application Platform (EAP) and Enterprise Web Platform (EWP) 5.2.0 and possibly 5.1.2 uses world-readable permissions for the auto-install XML file, which allows local users to obtain the administrator password and the sucker password by reading this file.",CWE-200,,JBoss Enterprise Application Platform (EAP) and Enterprise Web Platform (EWP),5.2.0 and possibly 5.1.2,obtain administrator and sucker passwords,,local,,,,Yes,JBoss
7152,CVE-2013-0219,,3.7,LOW,"System Security Services Daemon (SSSD) before 1.9.4, when (1) creating, (2) copying, or (3) removing a user home directory tree, allows local users to create, modify, or delete arbitrary files via a symlink attack on another user's files.",CWE-264,,System Security Services Daemon (SSSD),before 1.9.4,"create, modify, or delete arbitrary files via a symlink attack",,local,,,,,
7153,CVE-2013-0220,,5.0,MEDIUM,"The (1) sss_autofs_cmd_getautomntent and (2) sss_autofs_cmd_getautomntbyname function in responder/autofs/autofssrv_cmd.c and the (3) ssh_cmd_parse_request function in responder/ssh/sshsrv_cmd.c in System Security Services Daemon (SSSD) before 1.9.4 allow remote attackers to cause a denial of service (out-of-bounds read, crash, and restart) via a crafted SSSD packet.",CWE-119,,System Security Services Daemon (SSSD),before 1.9.4,denial of service,,remote,,,,,
7154,CVE-2013-0221,,4.3,MEDIUM,"The SUSE coreutils-i18n.patch for GNU coreutils allows context-dependent attackers to cause a denial of service (segmentation fault and crash) via a long string to the sort command, when using the (1) -d or (2) -M switch, which triggers a stack-based buffer overflow in the alloca function.",CWE-20,,GNU coreutils,,denial of service,,,,,,,SUSE
7155,CVE-2013-0222,,2.1,LOW,"The SUSE coreutils-i18n.patch for GNU coreutils allows context-dependent attackers to cause a denial of service (segmentation fault and crash) via a long string to the uniq command, which triggers a stack-based buffer overflow in the alloca function.",CWE-119,,GNU coreutils,,denial of service,,,,,,,SUSE
7156,CVE-2013-0223,,1.9,LOW,"The SUSE coreutils-i18n.patch for GNU coreutils allows context-dependent attackers to cause a denial of service (segmentation fault and crash) via a long string to the join command, when using the -i switch, which triggers a stack-based buffer overflow in the alloca function.",CWE-119,,GNU coreutils,,denial of service,,,,,,,SUSE
7157,CVE-2013-0224,,4.4,MEDIUM,"The Video module 7.x-2.x before 7.x-2.9 for Drupal, when using the FFmpeg transcoder, allows local users to execute arbitrary PHP code by modifying a temporary PHP file.",CWE-16,,Video module,7.x-2.x before 7.x-2.9,execute arbitrary PHP code,,local,,,,,Drupal
7158,CVE-2013-0225,,2.1,LOW,,CWE-79,,User Relationships module,6.x-1.x before 6.x-1.4 and 7.x-1.x before 7.x-1.0-alpha5,inject arbitrary web script or HTML,,,,Yes,administer user relationships permission,No,Drupal
7159,CVE-2013-0226,,6.0,MEDIUM,,CWE-264,,Keyboard Shortcut Utility module,7.x-1.x before 7.x-1.1,"read nodes, edit nodes, delete nodes",,,,Yes,"view shortcuts permission, admin shortcuts permission",No,Drupal
7160,CVE-2013-0227,,2.1,LOW,Cross-site scripting (XSS) vulnerability in the Search API Sorts module 7.x-1.x before 7.x-1.4 for Drupal allows remote authenticated users with certain roles to inject arbitrary web script or HTML via unspecified field labels.,CWE-79,,Search API Sorts module,7.x-1.x before 7.x-1.4,arbitrary web script or HTML injection,,,,Yes,,No,Drupal
7161,CVE-2013-0228,,6.2,MEDIUM,"The xen_iret function in arch/x86/xen/xen-asm_32.S in the Linux kernel before 3.7.9 on 32-bit Xen paravirt_ops platforms does not properly handle an invalid value in the DS segment register, which allows guest OS users to gain guest OS privileges via a crafted application.",CWE-189,Linux,Linux kernel,before 3.7.9,gain guest OS privileges,32-bit Xen paravirt_ops platforms,,,,,,
7162,CVE-2013-0229,,7.8,HIGH,The ProcessSSDPRequest function in minissdp.c in the SSDP handler in MiniUPnP MiniUPnPd before 1.4 allows remote attackers to cause a denial of service (service crash) via a crafted request that triggers a buffer over-read.,NVD-CWE-noinfo,,MiniUPnP MiniUPnPd,before 1.4,denial of service,,remote,,,,,MiniUPnP
7163,CVE-2013-0230,,10.0,HIGH,Stack-based buffer overflow in the ExecuteSoapAction function in the SOAPAction handler in the HTTP service in MiniUPnP MiniUPnPd 1.0 allows remote attackers to execute arbitrary code via a long quoted method.,CWE-119,,MiniUPnP MiniUPnPd,1.0,execute arbitrary code,,remote,HTTP,,,,MiniUPnP
7164,CVE-2013-0231,,4.9,MEDIUM,The pciback_enable_msi function in the PCI backend driver (drivers/xen/pciback/conf_space_capability_msi.c) in Xen for the Linux kernel 2.6.18 and 3.8 allows guest OS users with PCI device access to cause a denial of service via a large number of kernel log messages. NOTE: some of these details are obtained from third party information.,CWE-119,Linux,Xen PCI backend driver,2.6.18 and 3.8,denial of service,,,,,,,Xen
7165,CVE-2013-0232,,7.5,HIGH,"includes/functions.php in ZoneMinder Video Server 1.24.0, 1.25.0, and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the (1) runState parameter in the packageControl function; or (2) key or (3) command parameter in the setDeviceStatusX10 function.",NVD-CWE-noinfo,,ZoneMinder Video Server,"1.24.0, 1.25.0, and earlier",execute arbitrary commands,,remote,,,,,ZoneMinder
7166,CVE-2013-0233,,6.8,MEDIUM,"Devise gem 2.2.x before 2.2.3, 2.1.x before 2.1.3, 2.0.x before 2.0.5, and 1.5.x before 1.5.4 for Ruby, when using certain databases, does not properly perform type conversion when performing database queries, which might allow remote attackers to cause incorrect results to be returned and bypass security checks via unknown vectors, as demonstrated by resetting passwords of arbitrary accounts.",CWE-399,,,,,,,,,,,
7167,CVE-2013-0234,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in the Twitter widget in Elgg before 1.7.17 and 1.8.x before 1.8.13 allows remote attackers to inject arbitrary web script or HTML via the params[twitter_username] parameter to action/widgets/save.,CWE-79,,Twitter widget in Elgg,before 1.7.17 and 1.8.x before 1.8.13,inject arbitrary web script or HTML,,remote,,,,,Elgg
7168,CVE-2013-0235,,6.4,MEDIUM,"The XMLRPC API in WordPress before 3.5.1 allows remote attackers to send HTTP requests to intranet servers, and conduct port-scanning attacks, by specifying a crafted source URL for a pingback, related to a Server-Side Request Forgery (SSRF) issue.",NVD-CWE-Other,,WordPress,before 3.5.1,Server-Side Request Forgery (SSRF) issue,,remote,HTTP,,,,WordPress
7169,CVE-2013-0236,,4.3,MEDIUM,Multiple cross-site scripting (XSS) vulnerabilities in WordPress before 3.5.1 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) gallery shortcodes or (2) the content of a post.,CWE-79,,WordPress,before 3.5.1,arbitrary web script or HTML injection,,remote,,,,,WordPress
7170,CVE-2013-0237,,4.3,MEDIUM,"Cross-site scripting (XSS) vulnerability in Plupload.as in Moxiecode plupload before 1.5.5, as used in WordPress before 3.5.1 and other products, allows remote attackers to inject arbitrary web script or HTML via the id parameter.",CWE-79,,Plupload,before 1.5.5,arbitrary web script or HTML injection,,remote,,,,,Moxiecode
7171,CVE-2013-0238,,5.0,MEDIUM,"The try_parse_v4_netmask function in hostmask.c in IRCD-Hybrid before 8.0.6 does not properly validate masks, which allows remote attackers to cause a denial of service (crash) via a mask that causes a negative number to be parsed.",CWE-20,,IRCD-Hybrid,before 8.0.6,denial of service,,remote,,,,,IRCD-Hybrid
7172,CVE-2013-0239,,5.0,MEDIUM,"Apache CXF before 2.5.9, 2.6.x before 2.6.6, and 2.7.x before 2.7.3, when the plaintext UsernameToken WS-SecurityPolicy is enabled, allows remote attackers to bypass authentication via a security header of a SOAP request containing a UsernameToken element that lacks a password child element.",CWE-287,,Apache CXF,"2.5.9, 2.6.x, 2.7.x",bypass authentication,,remote,,Yes,,,Apache
7173,CVE-2013-0240,,4.3,MEDIUM,"Gnome Online Accounts (GOA) 3.4.x, 3.6.x before 3.6.3, and 3.7.x before 3.7.5, does not properly validate SSL certificates when creating accounts such as Windows Live and Facebook accounts, which allows man-in-the-middle attackers to obtain sensitive information such as credentials by sniffing the network.",CWE-310,,Gnome Online Accounts (GOA),"3.4.x, 3.6.x before 3.6.3, and 3.7.x before 3.7.5",obtain sensitive information such as credentials,,remote,SSL,,,,Gnome
7174,CVE-2013-0241,,2.1,LOW,The QXL display driver in QXL Virtual GPU 0.1.0 allows local users to cause a denial of service (guest crash or hang) via a SPICE connection that prevents other threads from obtaining the qemu_mutex mutex.  NOTE: some of these details are obtained from third party information.,CWE-399,,QXL Virtual GPU,0.1.0,denial of service,,local,SPICE,,,,QXL
7175,CVE-2013-0242,,5.0,MEDIUM,"Buffer overflow in the extend_buffers function in the regular expression matcher (posix/regexec.c) in glibc, possibly 2.17 and earlier, allows context-dependent attackers to cause a denial of service (memory corruption and crash) via crafted multibyte characters.",CWE-119,,glibc,2.17 and earlier,denial of service,,,,,,,
7176,CVE-2013-0243,7.4,5.8,HIGH,haskell-tls-extra before 0.6.1 has Basic Constraints attribute vulnerability may lead to Man in the Middle attacks on TLS connections,CWE-20,,haskell-tls-extra,before 0.6.1,Man in the Middle attacks on TLS connections,,,TLS,,,,
7177,CVE-2013-0244,,2.6,LOW,"Cross-site scripting (XSS) vulnerability in Drupal 6.x before 6.28 and 7.x before 7.19, when running with older versions of jQuery that are vulnerable to CVE-2011-4969, allows remote attackers to inject arbitrary web script or HTML via vectors involving unspecified Javascript functions that are used to select DOM elements.",CWE-79,,Drupal,6.x before 6.28 and 7.x before 7.19,inject arbitrary web script or HTML,,remote,,,,,Drupal
7178,CVE-2013-0245,,2.1,LOW,,CWE-264,,Drupal Book module,6.x before 6.28 and 7.x before 7.19,read node titles and possibly node content,,,,Yes,access printer-friendly version permission,No,Drupal
7179,CVE-2013-0246,,4.3,MEDIUM,"The Image module in Drupal 7.x before 7.19, when a private file system is used, does not properly restrict access to derivative images, which allows remote attackers to read derivative images of otherwise restricted images via unspecified vectors.",CWE-264,,Drupal,7.x before 7.19,unspecified vectors,,remote,,,,,Drupal
7180,CVE-2013-0247,,5.0,MEDIUM,"OpenStack Keystone Essex 2012.1.3 and earlier, Folsom 2012.2.3 and earlier, and Grizzly grizzly-2 and earlier allows remote attackers to cause a denial of service (disk consumption) via many invalid token requests that trigger excessive generation of log entries.",CWE-399,,OpenStack Keystone,"Essex 2012.1.3, Folsom 2012.2.3, Grizzly grizzly-2",denial of service,,remote,,,,,OpenStack
7181,CVE-2013-0248,,3.3,LOW,"The default configuration of javax.servlet.context.tempdir in Apache Commons FileUpload 1.0 through 1.2.2 uses the /tmp directory for uploaded files, which allows local users to overwrite arbitrary files via an unspecified symlink attack.",CWE-264,,Apache Commons FileUpload,1.0 through 1.2.2,overwrite arbitrary files,,local,,,,,Apache
7182,CVE-2013-0249,,7.5,HIGH,"Stack-based buffer overflow in the Curl_sasl_create_digest_md5_message function in lib/curl_sasl.c in curl and libcurl 7.26.0 through 7.28.1, when negotiating SASL DIGEST-MD5 authentication, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long string in the realm parameter in a (1) POP3, (2) SMTP or (3) IMAP message.",CWE-119,,curl and libcurl,7.26.0 through 7.28.1,denial of service (crash) and possibly execute arbitrary code,,remote,,,,,
7183,CVE-2013-0250,,5.0,MEDIUM,"The init_nss_hash function in exec/totemcrypto.c in Corosync 2.0 before 2.3 does not properly initialize the HMAC key, which allows remote attackers to cause a denial of service (crash) via a crafted packet.",NVD-CWE-Other,,Corosync,2.0 before 2.3,denial of service,,remote,,,,,Corosync
7184,CVE-2013-0251,,10.0,HIGH,Stack-based buffer overflow in llogincircuit.cc in latd 1.25 through 1.30 and earlier allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long string in the llogin version.,CWE-119,,latd,1.25 through 1.30,"denial of service, possibly execute arbitrary code",,remote,,,,,
7185,CVE-2013-0252,,5.0,MEDIUM,"boost::locale::utf::utf_traits in the Boost.Locale library in Boost 1.48 through 1.52 does not properly detect certain invalid UTF-8 sequences, which might allow remote attackers to bypass input validation protection mechanisms via crafted trailing bytes.",CWE-20,,Boost.Locale library,1.48 through 1.52,bypass input validation protection mechanisms,,remote,,,,,Boost
7186,CVE-2013-0253,,5.8,MEDIUM,"The default configuration of Apache Maven 3.0.4, when using Maven Wagon 2.1, disables SSL certificate checks, which allows remote attackers to spoof servers via a man-in-the-middle (MITM) attack.",CWE-16,,Apache Maven,3.0.4,spoof servers via a man-in-the-middle (MITM) attack,,remote,,,,,Apache
7187,CVE-2013-0254,,3.6,LOW,"The QSharedMemory class in Qt 5.0.0, 4.8.x before 4.8.5, 4.7.x before 4.7.6, and other versions including 4.4.0 uses weak permissions (world-readable and world-writable) for shared memory segments, which allows local users to read sensitive information or modify critical program data, as demonstrated by reading a pixmap being sent to an X server.",CWE-264,,Qt,"5.0.0, 4.8.x before 4.8.5, 4.7.x before 4.7.6, and other versions including 4.4.0",read sensitive information or modify critical program data,,local,,,,,Qt
7188,CVE-2013-0255,,6.8,MEDIUM,"PostgreSQL 9.2.x before 9.2.3, 9.1.x before 9.1.8, 9.0.x before 9.0.12, 8.4.x before 8.4.16, and 8.3.x before 8.3.23 does not properly declare the enum_recv function in backend/utils/adt/enum.c, which causes it to be invoked with incorrect arguments and allows remote authenticated users to cause a denial of service (server crash) or read sensitive process memory via a crafted SQL command, which triggers an array index error and an out-of-bounds read.",CWE-20,,,,,,,,,,,
7189,CVE-2013-0256,,4.3,MEDIUM,"darkfish.js in RDoc 2.3.0 through 3.12 and 4.x before 4.0.0.preview2.1, as used in Ruby, does not properly generate documents, which allows remote attackers to conduct cross-site scripting (XSS) attacks via a crafted URL.",CWE-79,,RDoc,2.3.0 through 3.12 and 4.x before 4.0.0.preview2.1,cross-site scripting (XSS) attacks,,remote,,,,,Ruby
7190,CVE-2013-0257,,5.0,MEDIUM,"The email2image module 6.x-1.x and 6.x-2.x for Drupal does not properly restrict access to nodes, which allows remote attackers to read images of user email addresses and email fields.",CWE-264,,email2image module,6.x-1.x and 6.x-2.x,read images of user email addresses and email fields,,remote,,,,,Drupal
7191,CVE-2013-0258,,6.8,MEDIUM,"The Google Authenticator login (ga_login) module 7.x before 7.x-1.3 for Drupal, when multi-factor authentication is enabled, allows remote attackers to bypass authentication for accounts without an associated Google Authenticator token by logging in with the username.",CWE-287,,Google Authenticator login module,7.x before 7.x-1.3,bypass authentication,,remote,,Yes,,No,Drupal
7192,CVE-2013-0259,,2.1,LOW,Cross-site scripting (XSS) vulnerability in the Boxes module 7.x-1.x before 7.x-1.1 for Drupal allows remote authenticated users with administer or edit boxes permissions to inject arbitrary web script or HTML via the subject parameter.,CWE-79,,Boxes module,7.x-1.x before 7.x-1.1,arbitrary web script or HTML injection,,,,Yes,administer or edit boxes permissions,No,Drupal
7193,CVE-2013-0260,,2.1,LOW,Unspecified vulnerability in the Drush Debian Packaging module for Drupal allows local users to obtain database credentials via unknown vectors.,NVD-CWE-noinfo,,Drush Debian Packaging module for Drupal,,obtain database credentials,,local,,,,,
7194,CVE-2013-0261,,4.4,MEDIUM,(1) installer/basedefs.py and (2) modules/ospluginutils.py in PackStack allows local users to overwrite arbitrary files via a symlink attack on a temporary file with a predictable name in /tmp.,CWE-264,,PackStack,,overwrite arbitrary files,,local,,,,,
7195,CVE-2013-0262,,4.3,MEDIUM,,CWE-22,,Rack::File,1.5.x before 1.5.2 and 1.4.x before 1.4.5,access arbitrary files outside the intended root directory,,remote,,,,,Rack
7196,CVE-2013-0263,,5.1,MEDIUM,"Rack::Session::Cookie in Rack 1.5.x before 1.5.2, 1.4.x before 1.4.5, 1.3.x before 1.3.10, 1.2.x before 1.2.8, and 1.1.x before 1.1.6 allows remote attackers to guess the session cookie, gain privileges, and execute arbitrary code via a timing attack involving an HMAC comparison function that does not run in constant time.",NVD-CWE-noinfo,,,,,,,,,,,
7197,CVE-2013-0264,7.5,5.0,HIGH,"An import error was introduced in Cumin in the code refactoring in r5310. Server certificate validation is always disabled when connecting to Aviary servers, even if the installed packages on a system support it.",CWE-295,,Cumin,r5310,Server certificate validation always disabled,,remote,,,,,
7198,CVE-2013-0265,,2.1,LOW,The redirect_stderr function in xnbd_common.c in xnbd-server and xndb-wrapper in xNBD 0.1.0 allow local users to overwrite arbitrary files via a symlink attack on /tmp/xnbd.log.,CWE-264,,xnbd-server and xndb-wrapper in xNBD,0.1.0,overwrite arbitrary files,,local,,,,,
7199,CVE-2013-0266,,2.1,LOW,"manifests/base.pp in the puppetlabs-cinder module, as used in PackStack, uses world-readable permissions for the (1) cinder.conf and (2) api-paste.ini configuration files, which allows local users to read OpenStack administrative passwords by reading the files.",CWE-362,,puppetlabs-cinder module,,read OpenStack administrative passwords,,local,,,,No,puppetlabs
7200,CVE-2013-0267,8.8,6.5,HIGH,"The Privileges portion of the web GUI and the XMLRPC API in Apache VCL 2.3.x before 2.3.2, 2.2.x before 2.2.2 and 2.1 allow remote authenticated users with nodeAdmin, manageGroup, resourceGrant, or userGrant permissions to gain privileges, cause a denial of service, or conduct cross-site scripting (XSS) attacks by leveraging improper data validation.",CWE-264,,,,,,,,,,,
7201,CVE-2013-0267,8.8,6.5,HIGH,"The Privileges portion of the web GUI and the XMLRPC API in Apache VCL 2.3.x before 2.3.2, 2.2.x before 2.2.2 and 2.1 allow remote authenticated users with nodeAdmin, manageGroup, resourceGrant, or userGrant permissions to gain privileges, cause a denial of service, or conduct cross-site scripting (XSS) attacks by leveraging improper data validation.",CWE-20,,,,,,,,,,,
7202,CVE-2013-0268,,6.2,MEDIUM,"The msr_open function in arch/x86/kernel/msr.c in the Linux kernel before 3.7.6 allows local users to bypass intended capability restrictions by executing a crafted application as root, as demonstrated by msr32.c.",CWE-264,Linux,Linux kernel,before 3.7.6,bypass intended capability restrictions,,local,,,,Yes,
7203,CVE-2013-0269,,7.5,HIGH,,CWE-20,,JSON gem,"before 1.5.5, 1.6.x before 1.6.8, and 1.7.x before 1.7.7",denial of service,,remote,,,,,
7204,CVE-2013-0270,,5.0,MEDIUM,"OpenStack Keystone Grizzly before 2013.1, Folsom, and possibly earlier allows remote attackers to cause a denial of service (CPU and memory consumption) via a large HTTP request, as demonstrated by a long tenant_name when requesting a token.",CWE-119,,OpenStack Keystone,"Grizzly before 2013.1, Folsom, and possibly earlier",denial of service (CPU and memory consumption),,remote,HTTP,,,,OpenStack
7205,CVE-2013-0271,,5.0,MEDIUM,The MXit protocol plugin in libpurple in Pidgin before 2.10.7 might allow remote attackers to create or overwrite files via a crafted (1) mxit or (2) mxit/imagestrips pathname.,NVD-CWE-noinfo,,libpurple in Pidgin,before 2.10.7,file creation or overwrite,,,,,,,Pidgin
7206,CVE-2013-0272,,6.8,MEDIUM,Buffer overflow in http.c in the MXit protocol plugin in libpurple in Pidgin before 2.10.7 allows remote servers to execute arbitrary code via a long HTTP header.,CWE-119,,libpurple in Pidgin,before 2.10.7,execute arbitrary code,,remote,HTTP,,,,Pidgin
7207,CVE-2013-0273,,5.0,MEDIUM,"sametime.c in the Sametime protocol plugin in libpurple in Pidgin before 2.10.7 does not properly terminate long user IDs, which allows remote servers to cause a denial of service (application crash) via a crafted packet.",NVD-CWE-noinfo,,Pidgin,before 2.10.7,denial of service,,remote,Sametime,,,,Pidgin
7208,CVE-2013-0274,,2.9,LOW,"upnp.c in libpurple in Pidgin before 2.10.7 does not properly terminate long strings in UPnP responses, which allows remote attackers to cause a denial of service (application crash) by leveraging access to the local network.",NVD-CWE-noinfo,,libpurple in Pidgin,before 2.10.7,denial of service,,local,UPnP,,,,Pidgin
7209,CVE-2013-0275,,4.3,MEDIUM,Multiple cross-site scripting (XSS) vulnerabilities in Ganglia Web before 3.5.6 allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,CWE-79,,Ganglia Web,before 3.5.6,arbitrary web script or HTML injection,,remote,,,,,
7210,CVE-2013-0276,,4.3,MEDIUM,"ActiveRecord in Ruby on Rails before 2.3.17, 3.1.x before 3.1.11, and 3.2.x before 3.2.12 allows remote attackers to bypass the attr_protected protection mechanism and modify protected model attributes via a crafted request.",CWE-264,,ActiveRecord in Ruby on Rails,"before 2.3.17, 3.1.x before 3.1.11, and 3.2.x before 3.2.12",bypass the attr_protected protection mechanism and modify protected model attributes,,remote,,,,,Ruby on Rails
7211,CVE-2013-0277,,10.0,HIGH,ActiveRecord in Ruby on Rails before 2.3.17 and 3.x before 3.1.0 allows remote attackers to cause a denial of service or execute arbitrary code via crafted serialized attributes that cause the +serialize+ helper to deserialize arbitrary YAML.,NVD-CWE-noinfo,,ActiveRecord in Ruby on Rails,before 2.3.17 and 3.x before 3.1.0,denial of service or execute arbitrary code,,,,,,,Ruby on Rails
7212,CVE-2013-0281,,4.3,MEDIUM,"Pacemaker 1.1.10, when remote Cluster Information Base (CIB) configuration or resource management is enabled, does not limit the duration of connections to the blocking sockets, which allows remote attackers to cause a denial of service (connection blocking).",CWE-399,,Pacemaker,1.1.10,denial of service,,remote,,,,,
7213,CVE-2013-0282,,5.0,MEDIUM,"OpenStack Keystone Grizzly before 2013.1, Folsom 2012.1.3 and earlier, and Essex does not properly check if the (1) user, (2) tenant, or (3) domain is enabled when using EC2-style authentication, which allows context-dependent attackers to bypass access restrictions.",CWE-287,,OpenStack Keystone,"Grizzly before 2013.1, Folsom 2012.1.3 and earlier, and Essex",bypass access restrictions,,,,Yes,,No,OpenStack
7214,CVE-2013-0283,5.4,3.5,MEDIUM,Katello: Username in Notification page has cross site scripting,CWE-79,,Katello,,cross site scripting,,,,,,,
7215,CVE-2013-0284,,5.0,MEDIUM,"Ruby agent 3.2.0 through 3.5.2 serializes sensitive data when communicating with servers operated by New Relic, which allows remote attackers to obtain sensitive information (database credentials and SQL statements) by sniffing the network and deserializing the data.",CWE-200,,Ruby agent,3.2.0 through 3.5.2,obtain sensitive information,,remote,,,,,New Relic
7216,CVE-2013-0285,,7.5,HIGH,"The nori gem 2.0.x before 2.0.2, 1.1.x before 1.1.4, and 1.0.x before 1.0.3 for Ruby does not properly restrict casts of string values, which allows remote attackers to conduct object-injection attacks and execute arbitrary code, or cause a denial of service (memory and CPU consumption) involving nested XML entity references, by leveraging Action Pack support for (1) YAML type conversion or (2) Symbol type conversion, a similar vulnerability to CVE-2013-0156.",CWE-20,,,,,,,,,,,
7217,CVE-2013-0286,5.4,3.5,MEDIUM,Pinboard 1.0.6 theme for Wordpress has XSS.,CWE-79,,Pinboard 1.0.6 theme for Wordpress,1.0.6,XSS,,,,,,,
7218,CVE-2013-0287,,4.9,MEDIUM,"The Simple Access Provider in System Security Services Daemon (SSSD) 1.9.0 through 1.9.4, when the Active Directory provider is used, does not properly enforce the simple_deny_groups option, which allows remote authenticated users to bypass intended access restrictions.",CWE-264,,System Security Services Daemon (SSSD),1.9.0 through 1.9.4,bypass intended access restrictions,,remote,,Yes,,No,
7219,CVE-2013-0288,,6.8,MEDIUM,"nss-pam-ldapd before 0.7.18 and 0.8.x before 0.8.11 allows context-dependent attackers to cause a denial of service (application crash) and possibly execute arbitrary code by performing a name lookup on an application with a large number of open file descriptors, which triggers a stack-based buffer overflow related to incorrect use of the FD_SET macro.",CWE-119,,nss-pam-ldapd,0.7.18 and 0.8.x before 0.8.11,denial of service and possibly execute arbitrary code,,,,,,,
7220,CVE-2013-0289,,4.3,MEDIUM,"Isync 0.4 before 1.0.6, does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.",CWE-310,,Isync,0.4 before 1.0.6,spoof SSL servers,,remote,,,,,
7221,CVE-2013-0290,,4.9,MEDIUM,"The __skb_recv_datagram function in net/core/datagram.c in the Linux kernel before 3.8 does not properly handle the MSG_PEEK flag with zero-length data, which allows local users to cause a denial of service (infinite loop and system hang) via a crafted application.",CWE-20,Linux,Linux kernel,before 3.8,denial of service,,local,,,,,
7222,CVE-2013-0291,7.5,5.0,HIGH,NextGEN Gallery Plugin for WordPress 1.9.10 and 1.9.11 has a Path Disclosure Vulnerability,CWE-200,,NextGEN Gallery Plugin for WordPress,1.9.10 and 1.9.11,Path Disclosure,,,,,,,
7223,CVE-2013-0292,,7.2,HIGH,"The dbus_g_proxy_manager_filter function in dbus-gproxy in Dbus-glib before 0.100.1 does not properly verify the sender of NameOwnerChanged signals, which allows local users to gain privileges via a spoofed signal.",CWE-20,,Dbus-glib,before 0.100.1,gain privileges,,local,,,,,Dbus
7224,CVE-2013-0293,7.8,7.2,HIGH,oVirt Node: Lock screen accepts F2 to drop to shell causing privilege escalation,CWE-269,,oVirt Node,,privilege escalation,,local,,,,Yes,
7225,CVE-2013-0294,5.9,4.3,MEDIUM,"packet.py in pyrad before 2.1 uses weak random numbers to generate RADIUS authenticators and hash passwords, which makes it easier for remote attackers to obtain sensitive information via a brute force attack.",CWE-330,,pyrad,before 2.1,obtain sensitive information,,remote,RADIUS,,,,
