ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
4843,CVE-2008-0360,,7.5,HIGH,CWE-89,,BLOG:CMS,4.2.1b,execute arbitrary SQL commands,,remote,,,,,
4844,CVE-2008-0361,,4.3,MEDIUM,CWE-22,,GradMan,0.1.3,arbitrary local files inclusion and execution,,remote,,,,,
4845,CVE-2008-0362,,4.3,MEDIUM,CWE-79,,Clever Copy,3.0,arbitrary web script or HTML injection,,remote,,,,,
4846,CVE-2008-0363,,7.5,HIGH,CWE-89,,Clever Copy,3.0,execute arbitrary SQL commands,,remote,,,,,
4847,CVE-2008-0364,,5.0,MEDIUM,CWE-119,Windows,"BitTorrent, uTorrent","6.0, 1.7.5, 1.8-alpha-7834",denial of service,,remote,,,,,
4848,CVE-2008-0365,,7.2,HIGH,CWE-119,,CORE FORCE,before 0.95.172,"denial of service, possibly execute arbitrary code",,local,,,,,CORE FORCE
4849,CVE-2008-0366,,7.2,HIGH,CWE-119,,CORE FORCE,before 0.95.172,"denial of service, possibly execute arbitrary code",,local,,,,,
4850,CVE-2008-0367,,5.0,MEDIUM,CWE-200,,Mozilla Firefox,"2.0.0.11, 3.0b2, and possibly earlier versions",phishing and spoofing attacks,,remote,HTTP,,,,Mozilla
4851,CVE-2008-0368,,7.2,HIGH,NVD-CWE-noinfo,,IBM Informix Dynamic Server,10.x before 10.00.xC8,arbitrary file creation,,local,,,,,IBM
4852,CVE-2008-0369,,6.9,MEDIUM,NVD-CWE-noinfo,,IBM Informix Dynamic Server (IDS),10.x before 10.00.xC8,arbitrary file creation,,local,,,,,IBM
4853,CVE-2008-0370,,4.3,MEDIUM,CWE-79,,cPanel,before 11.17 build 19417,arbitrary web script or HTML injection,,remote,,,,,cPanel
4854,CVE-2008-0371,,6.8,MEDIUM,CWE-89,,aliTalk,1.9.1.1,execute arbitrary SQL commands,,remote,,Yes,,No,
4855,CVE-2008-0372,,5.0,MEDIUM,CWE-264,,8e6 R3000 Internet Filter,2.0.05.33,bypass intended restrictions,,remote,HTTP,,,,8e6
4856,CVE-2008-0373,,7.5,HIGH,CWE-20,,PHP F1 Max's File Uploader,,upload and execute arbitrary PHP files,,remote,,,,,
4857,CVE-2008-0374,,10.0,HIGH,CWE-310,,OKI C5510MFP Printer,"CU H2.15, PU 01.03.01, System F/W 1.01, Web Page 1.00",obtain the administrative password,,remote,TCP,,,,OKI
4858,CVE-2008-0375,,10.0,HIGH,CWE-264,,OKI C5510MFP Printer,"CU H2.15, PU 01.03.01, System F/W 1.01, Web Page 1.00",obtain administrative access,,remote,,,,,OKI
4859,CVE-2008-0375,,10.0,HIGH,NVD-CWE-noinfo,,OKI C5510MFP Printer,"CU H2.15, PU 01.03.01, System F/W 1.01, Web Page 1.00",obtain administrative access,,remote,,,,,OKI
4860,CVE-2008-0376,,6.8,MEDIUM,CWE-94,,Small Axe Weblog,0.3.1,execute arbitrary PHP code,,remote,,,,,
4861,CVE-2008-0377,,10.0,HIGH,CWE-287,,MicroNews,,bypass authentication and gain administrative privileges,,remote,,Yes,administrative,No,
4862,CVE-2008-0378,,6.8,MEDIUM,CWE-119,,SocksCap,2.40-051231 and earlier,"denial of service, possibly execute arbitrary code",,remote,,,,,
4863,CVE-2008-0379,,9.3,HIGH,CWE-119,,Enterprise Tree ActiveX control,11.5.0.313,"denial of service, possibly execute arbitrary code",,remote,,,,,Crystal Reports
4864,CVE-2008-0380,,10.0,HIGH,CWE-119,,Digital Data Communications RtspVaPgCtrl ActiveX control,1.1.0.29,execute arbitrary code,,remote,,,,,Digital Data Communications
4865,CVE-2008-0381,,4.3,MEDIUM,CWE-79,,Mahara,before 0.9.1,unknown,,remote,,,,,
4866,CVE-2008-0382,,7.5,HIGH,CWE-94,,MyBB,1.2.10,execute arbitrary code,,remote,,,,,MyBB
4867,CVE-2008-0383,,7.5,HIGH,CWE-89,,MyBB,1.2.10,arbitrary SQL commands execution,,remote,,,moderators and administrators,No,MyBB
4868,CVE-2008-0384,,4.9,MEDIUM,NVD-CWE-Other,OpenBSD,OpenBSD 4.2,4.2,denial of service,,local,,,,,
4869,CVE-2008-0385,,7.5,HIGH,CWE-89,,Urulu,2.1,execute arbitrary SQL commands,,remote,,,,,
4870,CVE-2008-0386,,6.8,MEDIUM,CWE-20,,Xdg-utils,1.0.2,execute arbitrary commands,,user-assisted remote,,,,Yes,
4871,CVE-2008-0387,,7.8,HIGH,CWE-189,,Firebird SQL,"1.0.3, 1.5.x before 1.5.6, 2.0.x before 2.0.4, 2.1.x before 2.1.0 RC1",execute arbitrary code,,remote,,,,,Firebird
4872,CVE-2008-0388,,6.8,MEDIUM,CWE-89,,WP-Forum,1.7.4,execute arbitrary SQL commands,,remote,,,,,WordPress
4873,CVE-2008-0389,,10.0,HIGH,NVD-CWE-noinfo,,IBM WebSphere Application Server,"6.0 through 6.0.2.25, 6.1 through 6.1.0.14, and 5.1.1.x before 5.1.1.18",unknown,,,,,,,IBM
4874,CVE-2008-0390,,7.5,HIGH,CWE-94,,AuraCMS,1.62,code execution,,remote,HTTP,,,,AuraCMS
4875,CVE-2008-0391,,7.5,HIGH,CWE-287,,aliTalk,1.9.1.1,arbitrary user account addition,,remote,,No,,No,
4876,CVE-2008-0392,,9.3,HIGH,CWE-119,,Microsoft Visual Basic Enterprise Edition,6.0 SP6,execute arbitrary code,,user-assisted remote,,,,Yes,Microsoft
4877,CVE-2008-0393,,5.8,MEDIUM,CWE-22,,GradMan,0.1.3,arbitrary local files inclusion and execution,,remote,,,,,
4878,CVE-2008-0394,,7.5,HIGH,CWE-119,,Citadel SMTP server,7.10 and earlier,execute arbitrary code,,remote,,,,,Citadel
4879,CVE-2008-0395,,5.0,MEDIUM,CWE-200,,Kayako SupportSuite,3.11.01,obtain server configuration information,,remote,,,,,Kayako
4880,CVE-2008-0396,,7.8,HIGH,CWE-22,,BitDefender Update Server (http.exe),,read arbitrary files,,remote,HTTP,,,,BitDefender
4881,CVE-2008-0397,,6.8,MEDIUM,CWE-89,,aflog,1.01,execute arbitrary SQL commands,,remote,,,,,
4882,CVE-2008-0398,,4.3,MEDIUM,CWE-79,,aflog,1.01,arbitrary web script or HTML injection,,remote,,,,,
4883,CVE-2008-0399,,6.8,MEDIUM,CWE-119,,Toshiba Surveillance (Surveillix) RecordSend ActiveX control (MeIpCamX.DLL),1.0.0.4,execute arbitrary code,,remote,,,,,Toshiba
4884,CVE-2008-0400,,4.3,MEDIUM,CWE-79,,Singapore,0.10.1,arbitrary web script or HTML injection,,remote,,,,,
4885,CVE-2008-0401,,10.0,HIGH,CWE-119,,IBM Tivoli Provisioning Manager for OS Deployment (TPMfOSD),before 5.1.0.3 Interim Fix 3,"denial of service, possibly execute arbitrary code",,remote,HTTP,,,,IBM
4886,CVE-2008-0402,,6.0,MEDIUM,CWE-264,,IBM WebSphere Business Modeler Basic and Advanced,6.0.2.1,bypass intended access restrictions and delete unspecified repository resources,,remote,,Yes,,No,IBM
4887,CVE-2008-0403,,5.5,MEDIUM,CWE-287,,Belkin Wireless G Plus MIMO Router F5D9230-4,,read and modify configuration,,remote,,No,,No,Belkin
4888,CVE-2008-0404,,4.3,MEDIUM,CWE-79,,Mantis,before 1.1.1,arbitrary web script or HTML injection,,remote,,,,,
4889,CVE-2008-0405,,10.0,HIGH,CWE-22,,HTTP File Server (HFS),before 2.2c,"arbitrary files and directories creation, append arbitrary data to a file",,remote,,,,,
4890,CVE-2008-0406,,5.0,MEDIUM,CWE-20,,HTTP File Server (HFS),before 2.2c,denial of service,,remote,,,,,
4891,CVE-2008-0407,,5.0,MEDIUM,CWE-287,,HTTP File Server (HFS),before 2.2c,,,remote,HTTP,Yes,,,
4892,CVE-2008-0408,,6.4,MEDIUM,CWE-287,,HTTP File Server (HFS),before 2.2c,append arbitrary text to log file,,remote,HTTP,Yes,,,
4893,CVE-2008-0409,,4.3,MEDIUM,CWE-79,,HTTP File Server (HFS),before 2.2c,arbitrary web script or HTML injection,,remote,,,,,
4894,CVE-2008-0410,,5.0,MEDIUM,CWE-287,,HTTP File Server (HFS),before 2.2c,obtain configuration and usage details,,remote,HTTP,Yes,,No,
4895,CVE-2008-0411,,6.8,MEDIUM,CWE-119,,Ghostscript,8.61,execute arbitrary code,,remote,,,,,Ghostscript
4896,CVE-2008-0412,,9.3,HIGH,CWE-399,,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8",denial of service,,remote,,,,,Mozilla
4897,CVE-2008-0413,,9.3,HIGH,CWE-399,,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8",denial of service,,remote,,,,,Mozilla
4898,CVE-2008-0414,,4.3,MEDIUM,CWE-20,,"Mozilla Firefox, SeaMonkey","before 2.0.0.12, before 1.1.8",trick the user into uploading arbitrary files,,remote,,,,Yes,Mozilla
4899,CVE-2008-0415,,4.3,MEDIUM,CWE-79,,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8",execute script outside of the sandbox and conduct cross-site scripting (XSS) attacks,,remote,,,,,Mozilla
4900,CVE-2008-0416,,4.3,MEDIUM,CWE-79,,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8",inject arbitrary web script or HTML,,remote,,,,,Mozilla
4901,CVE-2008-0417,,4.3,MEDIUM,CWE-94,,Mozilla Firefox,before 2.0.0.12,corrupt the user's password store,,remote,,,,Yes,Mozilla
4902,CVE-2008-0418,,4.3,MEDIUM,CWE-22,,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8","read arbitrary Javascript, image, and stylesheet files",,remote,,,,,Mozilla
4903,CVE-2008-0419,,9.3,HIGH,CWE-399,,"Mozilla Firefox, SeaMonkey","before 2.0.0.12, before 1.1.8",steal navigation history and cause a denial of service (crash),,remote,,,,Yes,Mozilla
4904,CVE-2008-0420,,9.3,HIGH,CWE-200,Ubuntu,"Mozilla Firefox, Thunderbird, SeaMonkey","before 2.0.0.12, before 2.0.0.12, before 1.1.8","out-of-bounds read, denial of service",,remote,,,,,Mozilla
4905,CVE-2008-0421,,7.5,HIGH,CWE-89,,Invision Gallery,2.0.7,execute arbitrary SQL commands,,remote,,,,,Invision
4906,CVE-2008-0422,,7.5,HIGH,CWE-89,,boastMachine (aka bMachine),3.1 and earlier,execute arbitrary SQL commands,,remote,,,,,
4907,CVE-2008-0423,,6.8,MEDIUM,CWE-94,,Lama Software,,execute arbitrary PHP code,,remote,,,,,
4908,CVE-2008-0424,,7.5,HIGH,CWE-89,,Mooseguy Blog System (MGBS),1.0,execute arbitrary SQL commands,,remote,,,,,
4909,CVE-2008-0425,,5.0,MEDIUM,CWE-264,,Frimousse,0.0.2,read arbitrary files and list arbitrary directories,,remote,,,,,
4910,CVE-2008-0426,,4.3,MEDIUM,CWE-79,,PacerCMS,before 0.6.1,inject arbitrary web script or HTML,,remote,,,,Yes,
4911,CVE-2008-0427,,7.8,HIGH,CWE-22,,bloofoxCMS,0.3,read arbitrary files,,remote,,,,,
4912,CVE-2008-0428,,7.5,HIGH,CWE-89,,bloofoxCMS,0.3,execute arbitrary SQL commands,,remote,,,,,
4913,CVE-2008-0429,,7.5,HIGH,CWE-89,,AlstraSoft Forum Pay Per Post Exchange,2.0,execute arbitrary SQL commands,,remote,,,,,AlstraSoft
4914,CVE-2008-0430,,7.5,HIGH,CWE-89,,360 Web Manager,3.0,execute arbitrary SQL commands,,remote,,,,,
4915,CVE-2008-0431,,5.0,MEDIUM,CWE-22,,IDMOS (aka Phoenix),1.0,read arbitrary files,,remote,,,,,
4916,CVE-2008-0432,,4.3,MEDIUM,CWE-79,,phpAutoVideo,2.21,arbitrary web script or HTML injection,,remote,,,,,
4917,CVE-2008-0433,,7.5,HIGH,CWE-94,,Agares phpAutoVideo,2.21,execute arbitrary PHP code,,remote,,,,,Agares
4918,CVE-2008-0434,,9.3,HIGH,CWE-189,,AXIGEN Mail Server,5.0.2,arbitrary code execution,,remote,,,,,AXIGEN
4919,CVE-2008-0435,,5.0,MEDIUM,CWE-22,,OZJournals,2.1.1,read portions of arbitrary files,,remote,,,,,
4920,CVE-2008-0436,,4.3,MEDIUM,CWE-79,,PD9 Software MegaBBS,1.5.14b,arbitrary web script or HTML injection,,remote,,,,,PD9 Software
4921,CVE-2008-0437,,10.0,HIGH,CWE-119,,HP Virtual Rooms,1.0.0.100,execute arbitrary code,,remote,,,,,HP
4922,CVE-2008-0438,,4.3,MEDIUM,CWE-79,,Novemberborn sIFR,2.0.2,arbitrary web script or HTML injection,,remote,,,,,Novemberborn
4923,CVE-2008-0439,,4.3,MEDIUM,CWE-79,,DeluxeBB,1.1,arbitrary web script or HTML injection,,remote,,,,,
4924,CVE-2008-0440,,5.0,MEDIUM,CWE-255,,AlstraSoft Forum Pay Per Post Exchange,2.0,access user accounts,,,,,,,AlstraSoft
4925,CVE-2008-0441,,2.1,LOW,NVD-CWE-Other,,IBM Tivoli Business Service Manager (TBSM),4.1.1,sensitive information disclosure,,local,,Yes,,No,IBM
4926,CVE-2008-0442,,7.5,HIGH,CWE-94,,Small Axe Weblog,0.3.1,execute arbitrary PHP code,,remote,,,,,
4927,CVE-2008-0443,,10.0,HIGH,CWE-119,,FileUploader.FUploadCtl.1 ActiveX control,2.0.0.2,execute arbitrary code,,remote,,,,,Lycos
4928,CVE-2008-0444,,4.3,MEDIUM,CWE-79,,Electronic Logbook (ELOG),before 2.7.0,arbitrary web script or HTML injection,,remote,,,,,
4929,CVE-2008-0445,,5.0,MEDIUM,NVD-CWE-Other,,Electronic Logbook (ELOG),before 2.7.1,denial of service,,remote,,,,,
4930,CVE-2008-0446,,7.5,HIGH,CWE-89,,LulieBlog,1.02,execute arbitrary SQL commands,,remote,,,,,
4931,CVE-2008-0447,,7.5,HIGH,CWE-89,,Foojan WMS PHP Weblog,1.0,execute arbitrary SQL commands,,remote,,,,,
4932,CVE-2008-0448,,7.5,HIGH,CWE-94,,phpSearch,,execute arbitrary PHP code,,remote,,,,,
4933,CVE-2008-0449,,7.5,HIGH,CWE-89,,VP-ASP Shopping Cart,6.50,execute arbitrary SQL commands,,remote,,,,,VP-ASP
4934,CVE-2008-0450,,7.5,HIGH,CWE-94,,BLOG:CMS,4.2.1.c,execute arbitrary PHP code,,remote,,,,,
4935,CVE-2008-0451,,7.5,HIGH,CWE-89,,PacerCMS,0.6,execute arbitrary SQL commands,,remote,,Yes,authenticated,No,
4936,CVE-2008-0452,,5.0,MEDIUM,CWE-22,,Siteman,1.1.9,read arbitrary files,,remote,,,,,
4937,CVE-2008-0453,,6.8,MEDIUM,CWE-89,,Easysitenetwork Recipe,,execute arbitrary SQL commands,,remote,,,,,
4938,CVE-2008-0454,,9.3,HIGH,CWE-79,Windows,Skype,"3.6.0.244, 3.5.x, 3.6.x",inject arbitrary web script or HTML in the Local Machine Zone,,user-assisted remote,,,,Yes,Skype
4939,CVE-2008-0455,,4.3,MEDIUM,CWE-79,,,,,,,,,,,
4940,CVE-2008-0456,,2.6,LOW,CWE-94,,,,,,,,,,,
4941,CVE-2008-0457,,10.0,HIGH,CWE-20,,Symantec Backup Exec System Recovery Manager,7.0 and 7.0.1,upload and execute arbitrary JSP files,,remote,,,,,Symantec
4942,CVE-2008-0458,,6.8,MEDIUM,CWE-22,,SLAED CMS 2.5 Lite,2.5 Lite,code execution,,remote,,,,,SLAED
4943,CVE-2008-0459,,6.8,MEDIUM,CWE-22,,Liquid-Silver CMS,0.35,arbitrary local files inclusion and execution,,remote,,,,,
4944,CVE-2008-0460,,4.3,MEDIUM,CWE-79,,,,,,,,,,,
4945,CVE-2008-0461,,6.8,MEDIUM,CWE-89,,PHP-Nuke,8.0 FINAL and earlier,execute arbitrary SQL commands,,remote,,,,,PHP-Nuke
4946,CVE-2008-0462,,4.3,MEDIUM,CWE-79,,Archive module for Drupal,5.x before 5.x-1.8,arbitrary web script or HTML injection,,remote,,,,,Drupal
4947,CVE-2008-0463,,4.3,MEDIUM,CWE-79,,Workflow,4.7.x before 4.7.x-1.2 and 5.x before 5.x-1.2,arbitrary web script or HTML injection,,remote,,,,,Drupal
4948,CVE-2008-0464,,5.0,MEDIUM,CWE-22,,absofort aconon Mail 2007 Enterprise SQL,11.7.0,read arbitrary files,,remote,,,,,absofort
4949,CVE-2008-0465,,5.0,MEDIUM,CWE-22,,Seagull,0.6.3,read arbitrary files,,remote,,,,,
4950,CVE-2008-0466,,5.0,MEDIUM,CWE-287,,Web Wiz RTE_file_browser.asp,4.0,allows remote attackers to list directories and read files,,remote,,No,,,Web Wiz
4951,CVE-2008-0467,,10.0,HIGH,CWE-119,,Firebird,"before 2.0.4, and 2.1.x before 2.1.0 RC1",execute arbitrary code,,remote,,,,,
4952,CVE-2008-0468,,7.5,HIGH,CWE-89,,Flinx,1.3 and earlier,execute arbitrary SQL commands,,remote,,,,,
4953,CVE-2008-0469,,7.5,HIGH,CWE-89,,Tiger Php News System (TPNS),1.0b and earlier,execute arbitrary SQL commands,,remote,,,,,
4954,CVE-2008-0470,,9.3,HIGH,NVD-CWE-Other,,ActiveX control in Comodo AntiVirus,2.0,execute arbitrary commands,,remote,,,,,Comodo
4955,CVE-2008-0471,,4.3,MEDIUM,CWE-352,,phpBB,2.0.22,delete private messages,,remote,,,,,
4956,CVE-2008-0472,,4.3,MEDIUM,CWE-352,,Woltlab Burning Board (wBB),2.3.6 PL2,delete threads,,remote,,,,,Woltlab
4957,CVE-2008-0473,,6.4,MEDIUM,CWE-20,,Web Wiz Rich Text Editor,4.0,upload of .html and .htm files,,remote,,,,,Web Wiz
4958,CVE-2008-0474,,4.3,MEDIUM,CWE-79,,ManageEngine Applications Manager,8.1 build 8100,arbitrary web script or HTML injection,,remote,,,,,ManageEngine
4959,CVE-2008-0475,,5.0,MEDIUM,CWE-20,,ManageEngine Applications Manager,8.1 build 8100,sensitive information disclosure,,remote,,,,,ManageEngine
4960,CVE-2008-0476,,6.4,MEDIUM,CWE-287,,ManageEngine Applications Manager,8.1 build 8100,obtain sensitive information and change settings,,remote,,No,,,ManageEngine
4961,CVE-2008-0477,,10.0,HIGH,CWE-119,,QMPUpgrade.Upgrade.1 ActiveX control,1.0.0.1,execute arbitrary code,,remote,,,,,Move Networks
4962,CVE-2008-0478,,6.8,MEDIUM,CWE-22,,SetCMS,3.6.5,code execution,,remote,HTTP,,,,
4963,CVE-2008-0479,,5.0,MEDIUM,CWE-22,,Web Wiz NewsPad,1.02,directory traversal,,remote,,,,,Web Wiz
4964,CVE-2008-0480,,5.0,MEDIUM,CWE-22,,Web Wiz Forums,9.07,directory traversal,,remote,,,,,Web Wiz
4965,CVE-2008-0481,,5.0,MEDIUM,CWE-22,,Web Wiz Rich Text Editor,4.0,directory traversal,,remote,,,,,Web Wiz
4966,CVE-2008-0485,,9.3,HIGH,CWE-189,,MPlayer,1.0 rc2 and earlier,execute arbitrary code,,remote,,,,,
4967,CVE-2008-0486,,7.5,HIGH,CWE-189,,MPlayer,"1.0rc2, SVN before r25917",arbitrary code execution,,remote,,,,,
4968,CVE-2008-0487,,7.5,HIGH,CWE-89,,ASPired2Protect,,execute arbitrary SQL commands,,remote,,,,,
4969,CVE-2008-0488,,7.5,HIGH,CWE-22,,tseekdir.cgi in VB Marketing,,code execution,,remote,,,,,VB Marketing
4970,CVE-2008-0489,,5.0,MEDIUM,CWE-22,,Clansphere,2007.4.4,arbitrary local files inclusion and execution,,remote,,,,,
4971,CVE-2008-0490,,7.5,HIGH,CWE-89,,WP-Cal 0.3 plugin for WordPress,0.3,execute arbitrary SQL commands,,remote,,,,,
4972,CVE-2008-0491,,7.5,HIGH,CWE-89,,fGallery,2.4.1,execute arbitrary SQL commands,,remote,,,,,WordPress
4973,CVE-2008-0492,,6.8,MEDIUM,CWE-119,,Persits.XUpload.2 ActiveX control,3.0.0.4 and earlier,execute arbitrary code,,remote,,,,,Persits
4974,CVE-2008-0493,,9.3,HIGH,CWE-119,,FlashPix plugin for IrfanView,3.9.8.0,execute arbitrary code,,remote,,,,,IrfanView
4975,CVE-2008-0494,,4.3,MEDIUM,CWE-79,,Endian Firewall,2.1.2,arbitrary web script or HTML injection,,remote,,,,,Endian
4976,CVE-2008-0495,,7.8,HIGH,NVD-CWE-noinfo,,Pegasus CIM Server in IBM Hardware Management Console (HMC),7 R3.2.0,denial of service,,remote,,,,,IBM
4977,CVE-2008-0496,,4.3,MEDIUM,CWE-79,,AmpJuke,0.7.0,arbitrary web script or HTML injection,,remote,,,,,
4978,CVE-2008-0497,,4.3,MEDIUM,CWE-79,,Nucleus CMS,3.31,arbitrary web script or HTML injection,,remote,,,,,
4979,CVE-2008-0498,,7.5,HIGH,CWE-89,,Bigware Shop,2.0,execute arbitrary SQL commands,,remote,,,,,
4980,CVE-2008-0499,,7.5,HIGH,CWE-89,,Mambo LaiThai,4.5.5,execute arbitrary SQL commands,,remote,,,,,
4981,CVE-2008-0500,,10.0,HIGH,NVD-CWE-noinfo,,Mambo LaiThai,4.5.5,unknown,,,,,,,
4982,CVE-2008-0501,,5.8,MEDIUM,CWE-22,,phpMyClub,0.0.1,include and execute arbitrary local files,,remote,,,,,
4983,CVE-2008-0502,,7.5,HIGH,CWE-94,,Connectix Boards,0.8.2,execute arbitrary PHP code,,remote,,,,,Connectix
4984,CVE-2008-0503,,6.8,MEDIUM,CWE-94,,Netwerk Smart Publisher,1.0.1,execute arbitrary PHP code,,remote,,,,,
4985,CVE-2008-0504,,6.5,MEDIUM,CWE-89,,Coppermine Photo Gallery,before 1.4.15,execute arbitrary SQL commands,,remote,,Yes,authenticated administrators,No,
4986,CVE-2008-0505,,4.3,MEDIUM,CWE-79,,Coppermine Photo Gallery,before 1.4.15,arbitrary web script or HTML injection,,remote,,,,,Coppermine
4987,CVE-2008-0506,,6.8,MEDIUM,CWE-20,,Coppermine Photo Gallery,before 1.4.15,execute arbitrary commands,,remote,,,,,Coppermine
4988,CVE-2008-0507,,7.5,HIGH,CWE-89,,AdServe 0.2 plugin for WordPress,0.2,execute arbitrary SQL commands,,remote,,,,,
4989,CVE-2008-0508,,6.8,MEDIUM,CWE-352,,Dean's Permalinks Migration 1.0 plugin for WordPress,1.0,modify configuration setting,,remote,,,administrators,,
4990,CVE-2008-0509,,4.4,MEDIUM,CWE-119,IBM AIX,"piox25, piox25remote",4.3,"denial of service, possibly gain privileges",,remote,,,,,IBM
4991,CVE-2008-0510,,7.5,HIGH,CWE-89,,Newsletter (com_newsletter) component,Mambo 4.5 and Joomla!,execute arbitrary SQL commands,,remote,,,,,
4992,CVE-2008-0511,,7.5,HIGH,CWE-89,,MaMML (com_mamml) component for Mambo and Joomla!,,execute arbitrary SQL commands,,remote,,,,,
4993,CVE-2008-0512,,7.5,HIGH,CWE-89,,fq (com_fq) component for Mambo and Joomla!,,execute arbitrary SQL commands,,remote,,,,,
4994,CVE-2008-0513,,7.8,HIGH,CWE-22,,phpCMS,1.2.2,read arbitrary files,,remote,,,,,
4995,CVE-2008-0514,,7.5,HIGH,CWE-89,,Glossary (com_glossary),2.0,execute arbitrary SQL commands,,remote,,,,,Mambo and Joomla!
4996,CVE-2008-0515,,7.5,HIGH,CWE-89,,musepoes (com_musepoes) component for Mambo and Joomla!,,execute arbitrary SQL commands,,remote,,,,,
4997,CVE-2008-0516,,9.3,HIGH,CWE-94,,SQLiteManager,1.2.0,execute arbitrary PHP code,,remote,,,,,
4998,CVE-2008-0517,,7.5,HIGH,CWE-89,,Darko Selesi EstateAgent (com_estateagent),0.1,execute arbitrary SQL commands,,remote,,,,,
4999,CVE-2008-0518,,7.5,HIGH,CWE-89,,Recipes (com_recipes),1.00,execute arbitrary SQL commands,,remote,,,,,Mambo and Joomla!
5000,CVE-2009-0001,,9.3,HIGH,CWE-119,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,remote,RTSP,,,,Apple
5001,CVE-2009-0002,,9.3,HIGH,CWE-119,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,,,,,,Apple
5002,CVE-2009-0003,,9.3,HIGH,CWE-119,,Apple QuickTime,before 7.6,denial of service and execute arbitrary code,,remote,,,,,Apple
5003,CVE-2009-0004,,9.3,HIGH,CWE-119,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,,,,,,Apple
5004,CVE-2009-0005,,9.3,HIGH,CWE-399,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,,,,,,Apple
5005,CVE-2009-0006,,9.3,HIGH,CWE-189,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,,,,,,Apple
5006,CVE-2009-0007,,9.3,HIGH,CWE-119,,Apple QuickTime,before 7.6,"denial of service, possibly execute arbitrary code",,,,,,,Apple
5007,CVE-2009-0008,,7.6,HIGH,CWE-20,Windows,Apple QuickTime MPEG-2 Playback Component,before 7.60.92.0,denial of service or execute arbitrary code,,remote,,,,,Apple
5008,CVE-2009-0009,,6.8,MEDIUM,CWE-119,Mac OS X,Pixlet codec,10.4.11 and 10.5.6,denial of service and possibly execute arbitrary code,,remote,,,,,Apple
5009,CVE-2009-0009,,6.8,MEDIUM,NVD-CWE-noinfo,Mac OS X,Pixlet codec,10.4.11 and 10.5.6,denial of service and possibly execute arbitrary code,,remote,,,,,Apple
5010,CVE-2009-0010,,9.3,HIGH,CWE-189,Mac OS X,QuickDraw Manager,"10.4.11 and 10.5 before 10.5.7, and Apple QuickTime before 7.6.2",execute arbitrary code or cause a denial of service (application crash),,remote,,,,,Apple
5011,CVE-2009-0011,,7.2,HIGH,CWE-264,Mac OS X,Certificate Assistant,10.5.6,overwrite arbitrary files,,local,,,,,Apple
5012,CVE-2009-0011,,7.2,HIGH,NVD-CWE-noinfo,Mac OS X,Certificate Assistant,10.5.6,overwrite arbitrary files,,local,,,,,Apple
5013,CVE-2009-0012,,10.0,HIGH,CWE-119,Mac OS X,CoreText,10.5.6,execute arbitrary code,,remote,,,,,Apple
5014,CVE-2009-0013,,2.1,LOW,CWE-255,Mac OS X,DS Tools,10.4.11 and 10.5.6,gain privileges,,local,,Yes,,No,Apple
5015,CVE-2009-0014,,2.1,LOW,CWE-264,Mac OS X,Folder Manager,10.5.6,bypass intended access restrictions and read the Downloads folder,,local,,,,,Apple
5016,CVE-2009-0015,,4.9,MEDIUM,CWE-255,Mac OS X,FSEvents framework,10.5.6,sensitive information disclosure,,local,,,,,Apple
5017,CVE-2009-0016,,5.0,MEDIUM,CWE-20,Windows,Apple iTunes,before 8.1,denial of service,,remote,Digital Audio Access Protocol (DAAP),,,,Apple
5018,CVE-2009-0017,,7.2,HIGH,CWE-119,Mac OS X,csregprinter in the Printing component,10.4.11 and 10.5.6,execute arbitrary code,,local,,,,,Apple
5019,CVE-2009-0018,,7.8,HIGH,CWE-119,Mac OS X,Remote Apple Events server,10.4.11 and 10.5.6,read portions of memory,,remote,,,,,Apple
5020,CVE-2009-0019,,7.5,HIGH,CWE-119,Apple Mac OS X,Remote Apple Events,10.4.11 and 10.5.6,"denial of service, obtain sensitive information",,remote,,,,,Apple
5021,CVE-2009-0020,,7.8,HIGH,CWE-399,Mac OS X,CarbonCore,10.4.11 and 10.5.6,denial of service and execute arbitrary code,,remote,,,,,Apple
5022,CVE-2009-0021,,5.0,MEDIUM,CWE-287,,NTP,4.2.4 before 4.2.4p5 and 4.2.5 before 4.2.5p150,bypass validation of the certificate chain,,remote,SSL/TLS,,,,
